ntt_per_tt_loss,student_growth_rate,replacement_rate,year,assistant,associate,full,ntt,total_faculty,total_students,student_ntt_ratio,student_faculty_ratio
17.9,0.015,0.8,2033,193,357,474,850,1874,30991,36.47,16.533
17.9,0.015,0.8,2034,190,352,471,885,1899,31456,35.529,16.566
17.9,0.015,0.8,2035,188,347,467,921,1924,31928,34.655,16.597
15.4,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.02,0.8,2026,235,380,491,716,1822,28060,39.183,15.4
15.4,0.02,0.8,2027,225,380,489,765,1859,28621,37.436,15.4
15.4,0.02,0.8,2028,217,378,487,814,1896,29193,35.886,15.4
15.4,0.02,0.8,2029,211,375,485,863,1934,29777,34.499,15.4
15.4,0.02,0.8,2030,205,371,482,913,1972,30373,33.252,15.4
15.4,0.02,0.8,2031,201,367,480,964,2012,30980,32.127,15.4
15.4,0.02,0.8,2032,197,362,477,1016,2052,31600,31.104,15.4
15.4,0.02,0.8,2033,193,357,474,1068,2093,32232,30.172,15.4
15.4,0.02,0.8,2034,190,352,471,1121,2135,32877,29.318,15.4
15.4,0.02,0.8,2035,188,347,467,1175,2178,33535,28.535,15.4
15.9,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.02,0.8,2026,235,380,491,694,1800,28060,40.455,15.593
15.9,0.02,0.8,2027,225,380,489,740,1834,28621,38.651,15.602
15.9,0.02,0.8,2028,217,378,487,788,1870,29193,37.051,15.611
15.9,0.02,0.8,2029,211,375,485,836,1906,29777,35.619,15.619
15.9,0.02,0.8,2030,205,371,482,885,1944,30373,34.332,15.628
15.9,0.02,0.8,2031,201,367,480,934,1981,30980,33.17,15.636
15.9,0.02,0.8,2032,197,362,477,984,2020,31600,32.114,15.644
15.9,0.02,0.8,2033,193,357,474,1035,2059,32232,31.151,15.651
15.9,0.02,0.8,2034,190,352,471,1086,2100,32877,30.27,15.659
15.9,0.02,0.8,2035,188,347,467,1138,2141,33535,29.462,15.666
16.4,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.02,0.8,2026,235,380,491,672,1778,28060,41.727,15.778
16.4,0.02,0.8,2027,225,380,489,718,1812,28621,39.867,15.796
16.4,0.02,0.8,2028,217,378,487,764,1846,29193,38.216,15.814
16.4,0.02,0.8,2029,211,375,485,810,1881,29777,36.739,15.831
16.4,0.02,0.8,2030,205,371,482,858,1917,30373,35.412,15.848
16.4,0.02,0.8,2031,201,367,480,906,1953,30980,34.213,15.864
16.4,0.02,0.8,2032,197,362,477,954,1990,31600,33.123,15.879
16.4,0.02,0.8,2033,193,357,474,1003,2028,32232,32.131,15.895
16.4,0.02,0.8,2034,190,352,471,1053,2066,32877,31.222,15.91
16.4,0.02,0.8,2035,188,347,467,1104,2106,33535,30.388,15.924
16.9,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.02,0.8,2026,235,380,491,653,1759,28060,42.999,15.957
16.9,0.02,0.8,2027,225,380,489,697,1791,28621,41.082,15.984
16.9,0.02,0.8,2028,217,378,487,741,1823,29193,39.381,16.01
16.9,0.02,0.8,2029,211,375,485,787,1857,29777,37.86,16.035
16.9,0.02,0.8,2030,205,371,482,832,1891,30373,36.491,16.06
16.9,0.02,0.8,2031,201,367,480,879,1926,30980,35.256,16.084
16.9,0.02,0.8,2032,197,362,477,926,1962,31600,34.133,16.108
16.9,0.02,0.8,2033,193,357,474,973,1998,32232,33.11,16.131
16.9,0.02,0.8,2034,190,352,471,1022,2035,32877,32.174,16.153
16.9,0.02,0.8,2035,188,347,467,1071,2073,33535,31.315,16.175
17.4,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.02,0.8,2026,235,380,491,634,1740,28060,44.271,16.129
17.4,0.02,0.8,2027,225,380,489,677,1771,28621,42.298,16.164
17.4,0.02,0.8,2028,217,378,487,720,1802,29193,40.546,16.199
17.4,0.02,0.8,2029,211,375,485,764,1834,29777,38.98,16.233
17.4,0.02,0.8,2030,205,371,482,808,1867,30373,37.571,16.266
17.4,0.02,0.8,2031,201,367,480,853,1901,30980,36.299,16.298
17.4,0.02,0.8,2032,197,362,477,899,1935,31600,35.143,16.329
17.4,0.02,0.8,2033,193,357,474,945,1970,32232,34.09,16.36
17.4,0.02,0.8,2034,190,352,471,992,2006,32877,33.126,16.39
17.4,0.02,0.8,2035,188,347,467,1040,2043,33535,32.241,16.418
17.9,0.02,0.8,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.02,0.8,2026,235,380,491,616,1722,28060,45.543,16.294
17.9,0.02,0.8,2027,225,380,489,658,1752,28621,43.513,16.339
17.9,0.02,0.8,2028,217,378,487,700,1782,29193,41.711,16.382
17.9,0.02,0.8,2029,211,375,485,743,1813,29777,40.1,16.424
17.9,0.02,0.8,2030,205,371,482,786,1845,30373,38.65,16.465
17.9,0.02,0.8,2031,201,367,480,830,1877,30980,37.342,16.505
17.9,0.02,0.8,2032,197,362,477,874,1910,31600,36.153,16.544
17.9,0.02,0.8,2033,193,357,474,919,1944,32232,35.07,16.582
17.9,0.02,0.8,2034,190,352,471,965,1978,32877,34.078,16.619
17.9,0.02,0.8,2035,188,347,467,1011,2013,33535,33.168,16.655
15.4,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.01,0.9,2026,239,381,492,656,1769,27235,41.486,15.4
15.4,-0.01,0.9,2027,234,382,490,645,1751,26963,41.814,15.4
15.4,-0.01,0.9,2028,229,382,489,633,1733,26693,42.151,15.4
15.4,-0.01,0.9,2029,226,380,488,622,1716,26426,42.494,15.4
15.4,-0.01,0.9,2030,223,378,487,611,1699,26162,42.844,15.4
15.4,-0.01,0.9,2031,220,376,486,600,1682,25900,43.202,15.4
15.4,-0.01,0.9,2032,218,374,484,589,1665,25641,43.566,15.4
15.4,-0.01,0.9,2033,216,372,483,578,1648,25385,43.936,15.4
15.4,-0.01,0.9,2034,215,369,481,567,1632,25131,44.316,15.4
15.4,-0.01,0.9,2035,213,366,479,557,1616,24880,44.701,15.4
15.9,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.01,0.9,2026,239,381,492,636,1748,27235,42.833,15.582
15.9,-0.01,0.9,2027,234,382,490,625,1731,26963,43.171,15.58
15.9,-0.01,0.9,2028,229,382,489,613,1713,26693,43.519,15.579
15.9,-0.01,0.9,2029,226,380,488,602,1696,26426,43.874,15.578
15.9,-0.01,0.9,2030,223,378,487,591,1680,26162,44.235,15.576
15.9,-0.01,0.9,2031,220,376,486,581,1663,25900,44.605,15.575
15.9,-0.01,0.9,2032,218,374,484,570,1646,25641,44.981,15.573
15.9,-0.01,0.9,2033,216,372,483,560,1630,25385,45.363,15.572
15.9,-0.01,0.9,2034,215,369,481,549,1614,25131,45.754,15.57
15.9,-0.01,0.9,2035,213,366,479,539,1598,24880,46.152,15.569
16.4,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.01,0.9,2026,239,381,492,616,1728,27235,44.18,15.757
16.4,-0.01,0.9,2027,234,382,490,606,1712,26963,44.529,15.754
16.4,-0.01,0.9,2028,229,382,489,595,1695,26693,44.888,15.751
16.4,-0.01,0.9,2029,226,380,488,584,1678,26426,45.253,15.748
16.4,-0.01,0.9,2030,223,378,487,573,1662,26162,45.626,15.745
16.4,-0.01,0.9,2031,220,376,486,563,1645,25900,46.007,15.742
16.4,-0.01,0.9,2032,218,374,484,553,1629,25641,46.395,15.739
16.4,-0.01,0.9,2033,216,372,483,543,1613,25385,46.789,15.736
16.4,-0.01,0.9,2034,215,369,481,533,1597,25131,47.193,15.733
16.4,-0.01,0.9,2035,213,366,479,523,1582,24880,47.604,15.73
16.9,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.01,0.9,2026,239,381,492,598,1710,27235,45.527,15.925
16.9,-0.01,0.9,2027,234,382,490,588,1694,26963,45.886,15.92
16.9,-0.01,0.9,2028,229,382,489,577,1677,26693,46.256,15.916
16.9,-0.01,0.9,2029,226,380,488,567,1661,26426,46.633,15.912
16.9,-0.01,0.9,2030,223,378,487,556,1645,26162,47.017,15.908
16.9,-0.01,0.9,2031,220,376,486,546,1629,25900,47.41,15.903
16.9,-0.01,0.9,2032,218,374,484,536,1613,25641,47.81,15.899
16.9,-0.01,0.9,2033,216,372,483,526,1597,25385,48.216,15.894
16.9,-0.01,0.9,2034,215,369,481,517,1582,25131,48.632,15.89
16.9,-0.01,0.9,2035,213,366,479,507,1566,24880,49.055,15.886
17.4,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.01,0.9,2026,239,381,492,581,1693,27235,46.874,16.086
17.4,-0.01,0.9,2027,234,382,490,571,1677,26963,47.244,16.081
17.4,-0.01,0.9,2028,229,382,489,560,1661,26693,47.625,16.075
17.4,-0.01,0.9,2029,226,380,488,550,1644,26426,48.013,16.069
17.4,-0.01,0.9,2030,223,378,487,540,1629,26162,48.408,16.064
17.4,-0.01,0.9,2031,220,376,486,531,1613,25900,48.812,16.058
17.4,-0.01,0.9,2032,218,374,484,521,1597,25641,49.224,16.052
17.4,-0.01,0.9,2033,216,372,483,511,1582,25385,49.642,16.046
17.4,-0.01,0.9,2034,215,369,481,502,1567,25131,50.071,16.041
17.4,-0.01,0.9,2035,213,366,479,493,1552,24880,50.506,16.035
17.9,-0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.01,0.9,2026,239,381,492,565,1677,27235,48.221,16.242
17.9,-0.01,0.9,2027,234,382,490,555,1661,26963,48.602,16.235
17.9,-0.01,0.9,2028,229,382,489,545,1645,26693,48.993,16.228
17.9,-0.01,0.9,2029,226,380,488,535,1629,26426,49.392,16.221
17.9,-0.01,0.9,2030,223,378,487,525,1614,26162,49.799,16.214
17.9,-0.01,0.9,2031,220,376,486,516,1598,25900,50.215,16.207
17.9,-0.01,0.9,2032,218,374,484,506,1583,25641,50.639,16.2
17.9,-0.01,0.9,2033,216,372,483,497,1568,25385,51.069,16.193
17.9,-0.01,0.9,2034,215,369,481,488,1553,25131,51.51,16.186
17.9,-0.01,0.9,2035,213,366,479,479,1538,24880,51.958,16.178
15.4,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.005,0.9,2026,239,381,492,665,1777,27372,41.137,15.4
15.4,-0.005,0.9,2027,234,382,490,663,1769,27235,41.109,15.4
15.4,-0.005,0.9,2028,229,382,489,660,1760,27099,41.082,15.4
15.4,-0.005,0.9,2029,226,380,488,657,1751,26964,41.053,15.4
15.4,-0.005,0.9,2030,223,378,487,654,1742,26829,41.026,15.4
15.4,-0.005,0.9,2031,220,376,486,651,1733,26695,40.998,15.4
15.4,-0.005,0.9,2032,218,374,484,648,1725,26562,40.968,15.4
15.4,-0.005,0.9,2033,216,372,483,646,1716,26429,40.94,15.4
15.4,-0.005,0.9,2034,215,369,481,643,1708,26297,40.91,15.4
15.4,-0.005,0.9,2035,213,366,479,640,1699,26166,40.878,15.4
15.9,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.005,0.9,2026,239,381,492,644,1756,27372,42.473,15.583
15.9,-0.005,0.9,2027,234,382,490,642,1748,27235,42.444,15.584
15.9,-0.005,0.9,2028,229,382,489,639,1739,27099,42.415,15.584
15.9,-0.005,0.9,2029,226,380,488,636,1730,26964,42.386,15.584
15.9,-0.005,0.9,2030,223,378,487,633,1722,26829,42.358,15.584
15.9,-0.005,0.9,2031,220,376,486,631,1713,26695,42.329,15.584
15.9,-0.005,0.9,2032,218,374,484,628,1704,26562,42.298,15.584
15.9,-0.005,0.9,2033,216,372,483,625,1696,26429,42.269,15.584
15.9,-0.005,0.9,2034,215,369,481,623,1687,26297,42.238,15.584
15.9,-0.005,0.9,2035,213,366,479,620,1679,26166,42.206,15.585
16.4,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.005,0.9,2026,239,381,492,625,1737,27372,43.809,15.76
16.4,-0.005,0.9,2027,234,382,490,622,1728,27235,43.779,15.76
16.4,-0.005,0.9,2028,229,382,489,619,1719,27099,43.749,15.76
16.4,-0.005,0.9,2029,226,380,488,617,1711,26964,43.719,15.76
16.4,-0.005,0.9,2030,223,378,487,614,1702,26829,43.69,15.761
16.4,-0.005,0.9,2031,220,376,486,611,1694,26695,43.66,15.761
16.4,-0.005,0.9,2032,218,374,484,609,1685,26562,43.628,15.761
16.4,-0.005,0.9,2033,216,372,483,606,1677,26429,43.598,15.762
16.4,-0.005,0.9,2034,215,369,481,604,1668,26297,43.566,15.762
16.4,-0.005,0.9,2035,213,366,479,601,1660,26166,43.533,15.762
16.9,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.005,0.9,2026,239,381,492,606,1718,27372,45.144,15.929
16.9,-0.005,0.9,2027,234,382,490,604,1710,27235,45.114,15.93
16.9,-0.005,0.9,2028,229,382,489,601,1701,27099,45.083,15.93
16.9,-0.005,0.9,2029,226,380,488,599,1693,26964,45.052,15.93
16.9,-0.005,0.9,2030,223,378,487,596,1684,26829,45.022,15.931
16.9,-0.005,0.9,2031,220,376,486,593,1676,26695,44.991,15.931
16.9,-0.005,0.9,2032,218,374,484,591,1667,26562,44.958,15.932
16.9,-0.005,0.9,2033,216,372,483,588,1659,26429,44.927,15.932
16.9,-0.005,0.9,2034,215,369,481,586,1651,26297,44.894,15.932
16.9,-0.005,0.9,2035,213,366,479,583,1642,26166,44.86,15.933
17.4,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.005,0.9,2026,239,381,492,589,1701,27372,46.48,16.092
17.4,-0.005,0.9,2027,234,382,490,586,1692,27235,46.448,16.093
17.4,-0.005,0.9,2028,229,382,489,584,1684,27099,46.417,16.093
17.4,-0.005,0.9,2029,226,380,488,581,1675,26964,46.384,16.094
17.4,-0.005,0.9,2030,223,378,487,579,1667,26829,46.354,16.094
17.4,-0.005,0.9,2031,220,376,486,576,1659,26695,46.322,16.095
17.4,-0.005,0.9,2032,218,374,484,574,1650,26562,46.289,16.095
17.4,-0.005,0.9,2033,216,372,483,571,1642,26429,46.256,16.096
17.4,-0.005,0.9,2034,215,369,481,569,1634,26297,46.223,16.096
17.4,-0.005,0.9,2035,213,366,479,567,1626,26166,46.187,16.097
17.9,-0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.005,0.9,2026,239,381,492,572,1684,27372,47.815,16.25
17.9,-0.005,0.9,2027,234,382,490,570,1676,27235,47.783,16.25
17.9,-0.005,0.9,2028,229,382,489,568,1668,27099,47.751,16.251
17.9,-0.005,0.9,2029,226,380,488,565,1659,26964,47.717,16.251
17.9,-0.005,0.9,2030,223,378,487,563,1651,26829,47.686,16.252
17.9,-0.005,0.9,2031,220,376,486,560,1643,26695,47.653,16.253
17.9,-0.005,0.9,2032,218,374,484,558,1634,26562,47.619,16.253
17.9,-0.005,0.9,2033,216,372,483,555,1626,26429,47.586,16.254
17.9,-0.005,0.9,2034,215,369,481,553,1618,26297,47.551,16.255
17.9,-0.005,0.9,2035,213,366,479,551,1610,26166,47.515,16.255
15.4,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0,0.9,2026,239,381,492,674,1786,27510,40.795,15.4
15.4,0,0.9,2027,234,382,490,680,1786,27510,40.435,15.4
15.4,0,0.9,2028,229,382,489,686,1786,27510,40.083,15.4
15.4,0,0.9,2029,226,380,488,692,1786,27510,39.739,15.4
15.4,0,0.9,2030,223,378,487,698,1786,27510,39.403,15.4
15.4,0,0.9,2031,220,376,486,704,1786,27510,39.074,15.4
15.4,0,0.9,2032,218,374,484,710,1786,27510,38.751,15.4
15.4,0,0.9,2033,216,372,483,716,1786,27510,38.435,15.4
15.4,0,0.9,2034,215,369,481,722,1786,27510,38.125,15.4
15.4,0,0.9,2035,213,366,479,727,1786,27510,37.821,15.4
15.9,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0,0.9,2026,239,381,492,653,1765,27510,42.12,15.585
15.9,0,0.9,2027,234,382,490,659,1765,27510,41.747,15.587
15.9,0,0.9,2028,229,382,489,665,1765,27510,41.384,15.588
15.9,0,0.9,2029,226,380,488,670,1765,27510,41.029,15.59
15.9,0,0.9,2030,223,378,487,676,1764,27510,40.682,15.592
15.9,0,0.9,2031,220,376,486,682,1764,27510,40.342,15.593
15.9,0,0.9,2032,218,374,484,688,1764,27510,40.009,15.595
15.9,0,0.9,2033,216,372,483,693,1764,27510,39.683,15.597
15.9,0,0.9,2034,215,369,481,699,1764,27510,39.363,15.598
15.9,0,0.9,2035,213,366,479,704,1763,27510,39.049,15.6
16.4,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0,0.9,2026,239,381,492,633,1745,27510,43.444,15.763
16.4,0,0.9,2027,234,382,490,639,1745,27510,43.06,15.766
16.4,0,0.9,2028,229,382,489,644,1745,27510,42.686,15.769
16.4,0,0.9,2029,226,380,488,650,1744,27510,42.32,15.773
16.4,0,0.9,2030,223,378,487,656,1744,27510,41.961,15.776
16.4,0,0.9,2031,220,376,486,661,1743,27510,41.611,15.779
16.4,0,0.9,2032,218,374,484,667,1743,27510,41.267,15.782
16.4,0,0.9,2033,216,372,483,672,1743,27510,40.931,15.786
16.4,0,0.9,2034,215,369,481,678,1742,27510,40.601,15.789
16.4,0,0.9,2035,213,366,479,683,1742,27510,40.277,15.792
16.9,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0,0.9,2026,239,381,492,614,1727,27510,44.769,15.934
16.9,0,0.9,2027,234,382,490,620,1726,27510,44.373,15.939
16.9,0,0.9,2028,229,382,489,625,1725,27510,43.987,15.944
16.9,0,0.9,2029,226,380,488,631,1725,27510,43.61,15.949
16.9,0,0.9,2030,223,378,487,636,1724,27510,43.241,15.953
16.9,0,0.9,2031,220,376,486,642,1724,27510,42.879,15.958
16.9,0,0.9,2032,218,374,484,647,1723,27510,42.525,15.963
16.9,0,0.9,2033,216,372,483,652,1723,27510,42.179,15.968
16.9,0,0.9,2034,215,369,481,658,1722,27510,41.839,15.973
16.9,0,0.9,2035,213,366,479,663,1722,27510,41.505,15.977
17.4,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0,0.9,2026,239,381,492,597,1709,27510,46.093,16.099
17.4,0,0.9,2027,234,382,490,602,1708,27510,45.686,16.105
17.4,0,0.9,2028,229,382,489,607,1707,27510,45.288,16.112
17.4,0,0.9,2029,226,380,488,613,1707,27510,44.9,16.118
17.4,0,0.9,2030,223,378,487,618,1706,27510,44.52,16.124
17.4,0,0.9,2031,220,376,486,623,1705,27510,44.148,16.131
17.4,0,0.9,2032,218,374,484,628,1705,27510,43.784,16.137
17.4,0,0.9,2033,216,372,483,633,1704,27510,43.426,16.143
17.4,0,0.9,2034,215,369,481,639,1703,27510,43.076,16.15
17.4,0,0.9,2035,213,366,479,644,1703,27510,42.733,16.156
17.9,0,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0,0.9,2026,239,381,492,580,1692,27510,47.418,16.257
17.9,0,0.9,2027,234,382,490,585,1691,27510,46.999,16.265
17.9,0,0.9,2028,229,382,489,590,1691,27510,46.59,16.273
17.9,0,0.9,2029,226,380,488,596,1690,27510,46.19,16.281
17.9,0,0.9,2030,223,378,487,601,1689,27510,45.799,16.289
17.9,0,0.9,2031,220,376,486,606,1688,27510,45.417,16.297
17.9,0,0.9,2032,218,374,484,611,1687,27510,45.042,16.305
17.9,0,0.9,2033,216,372,483,616,1686,27510,44.674,16.313
17.9,0,0.9,2034,215,369,481,621,1686,27510,44.314,16.321
17.9,0,0.9,2035,213,366,479,626,1685,27510,43.961,16.329
15.4,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.005,0.9,2026,239,381,492,683,1795,27648,40.462,15.4
15.4,0.005,0.9,2027,234,382,490,698,1804,27786,39.792,15.4
15.4,0.005,0.9,2028,229,382,489,713,1813,27925,39.15,15.4
15.4,0.005,0.9,2029,226,380,488,728,1822,28065,38.535,15.4
15.4,0.005,0.9,2030,223,378,487,743,1831,28205,37.945,15.4
15.4,0.005,0.9,2031,220,376,486,758,1841,28346,37.379,15.4
15.4,0.005,0.9,2032,218,374,484,773,1850,28488,36.834,15.4
15.4,0.005,0.9,2033,216,372,483,788,1859,28630,36.31,15.4
15.4,0.005,0.9,2034,215,369,481,804,1868,28773,35.806,15.4
15.4,0.005,0.9,2035,213,366,479,819,1878,28917,35.319,15.4
15.9,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.005,0.9,2026,239,381,492,662,1774,27648,41.776,15.587
15.9,0.005,0.9,2027,234,382,490,676,1782,27786,41.084,15.59
15.9,0.005,0.9,2028,229,382,489,691,1791,27925,40.421,15.593
15.9,0.005,0.9,2029,226,380,488,705,1799,28065,39.786,15.596
15.9,0.005,0.9,2030,223,378,487,720,1808,28205,39.177,15.599
15.9,0.005,0.9,2031,220,376,486,734,1817,28346,38.592,15.602
15.9,0.005,0.9,2032,218,374,484,749,1826,28488,38.03,15.605
15.9,0.005,0.9,2033,216,372,483,764,1834,28630,37.489,15.608
15.9,0.005,0.9,2034,215,369,481,778,1843,28773,36.968,15.611
15.9,0.005,0.9,2035,213,366,479,793,1852,28917,36.466,15.614
16.4,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.005,0.9,2026,239,381,492,642,1754,27648,43.09,15.766
16.4,0.005,0.9,2027,234,382,490,656,1762,27786,42.376,15.772
16.4,0.005,0.9,2028,229,382,489,670,1770,27925,41.693,15.778
16.4,0.005,0.9,2029,226,380,488,684,1778,28065,41.037,15.785
16.4,0.005,0.9,2030,223,378,487,698,1786,28205,40.409,15.791
16.4,0.005,0.9,2031,220,376,486,712,1794,28346,39.806,15.797
16.4,0.005,0.9,2032,218,374,484,726,1803,28488,39.225,15.803
16.4,0.005,0.9,2033,216,372,483,740,1811,28630,38.668,15.809
16.4,0.005,0.9,2034,215,369,481,755,1819,28773,38.131,15.815
16.4,0.005,0.9,2035,213,366,479,769,1828,28917,37.613,15.821
16.9,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.005,0.9,2026,239,381,492,623,1735,27648,44.403,15.938
16.9,0.005,0.9,2027,234,382,490,636,1742,27786,43.668,15.948
16.9,0.005,0.9,2028,229,382,489,650,1750,27925,42.964,15.957
16.9,0.005,0.9,2029,226,380,488,664,1758,28065,42.288,15.966
16.9,0.005,0.9,2030,223,378,487,677,1766,28205,41.641,15.975
16.9,0.005,0.9,2031,220,376,486,691,1773,28346,41.02,15.985
16.9,0.005,0.9,2032,218,374,484,705,1781,28488,40.421,15.994
16.9,0.005,0.9,2033,216,372,483,718,1789,28630,39.847,16.002
16.9,0.005,0.9,2034,215,369,481,732,1797,28773,39.293,16.011
16.9,0.005,0.9,2035,213,366,479,746,1805,28917,38.76,16.02
17.4,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.005,0.9,2026,239,381,492,605,1717,27648,45.717,16.105
17.4,0.005,0.9,2027,234,382,490,618,1724,27786,44.96,16.117
17.4,0.005,0.9,2028,229,382,489,631,1731,27925,44.235,16.129
17.4,0.005,0.9,2029,226,380,488,645,1739,28065,43.539,16.141
17.4,0.005,0.9,2030,223,378,487,658,1746,28205,42.873,16.154
17.4,0.005,0.9,2031,220,376,486,671,1753,28346,42.233,16.166
17.4,0.005,0.9,2032,218,374,484,685,1761,28488,41.617,16.177
17.4,0.005,0.9,2033,216,372,483,698,1768,28630,41.026,16.189
17.4,0.005,0.9,2034,215,369,481,711,1776,28773,40.456,16.201
17.4,0.005,0.9,2035,213,366,479,725,1784,28917,39.906,16.213
17.9,0.005,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.005,0.9,2026,239,381,492,588,1700,27648,47.031,16.265
17.9,0.005,0.9,2027,234,382,490,601,1707,27786,46.252,16.28
17.9,0.005,0.9,2028,229,382,489,614,1714,27925,45.506,16.295
17.9,0.005,0.9,2029,226,380,488,627,1721,28065,44.79,16.31
17.9,0.005,0.9,2030,223,378,487,639,1728,28205,44.105,16.325
17.9,0.005,0.9,2031,220,376,486,652,1735,28346,43.447,16.34
17.9,0.005,0.9,2032,218,374,484,665,1742,28488,42.813,16.355
17.9,0.005,0.9,2033,216,372,483,678,1749,28630,42.205,16.37
17.9,0.005,0.9,2034,215,369,481,691,1756,28773,41.618,16.384
17.9,0.005,0.9,2035,213,366,479,704,1763,28917,41.053,16.399
15.4,0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.01,0.9,2026,239,381,492,692,1804,27785,40.14,15.4
15.4,0.01,0.9,2027,234,382,490,716,1822,28063,39.18,15.4
15.4,0.01,0.9,2028,229,382,489,740,1841,28344,38.278,15.4
15.4,0.01,0.9,2029,226,380,488,765,1859,28627,37.431,15.4
15.4,0.01,0.9,2030,223,378,487,789,1877,28913,36.632,15.4
15.4,0.01,0.9,2031,220,376,486,814,1896,29202,35.878,15.4
15.4,0.01,0.9,2032,218,374,484,839,1915,29494,35.164,15.4
15.4,0.01,0.9,2033,216,372,483,864,1934,29789,34.488,15.4
15.4,0.01,0.9,2034,215,369,481,889,1954,30087,33.847,15.4
15.4,0.01,0.9,2035,213,366,479,914,1973,30388,33.238,15.4
15.9,0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.01,0.9,2026,239,381,492,670,1782,27785,41.443,15.588
15.9,0.01,0.9,2027,234,382,490,694,1800,28063,40.452,15.593
15.9,0.01,0.9,2028,229,382,489,717,1817,28344,39.52,15.597
15.9,0.01,0.9,2029,226,380,488,741,1835,28627,38.646,15.602
15.9,0.01,0.9,2030,223,378,487,764,1853,28913,37.822,15.606
15.9,0.01,0.9,2031,220,376,486,788,1871,29202,37.043,15.611
15.9,0.01,0.9,2032,218,374,484,812,1889,29494,36.306,15.615
15.9,0.01,0.9,2033,216,372,483,837,1907,29789,35.608,15.619
15.9,0.01,0.9,2034,215,369,481,861,1926,30087,34.946,15.624
15.9,0.01,0.9,2035,213,366,479,885,1944,30388,34.317,15.628
16.4,0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.01,0.9,2026,239,381,492,650,1762,27785,42.747,15.769
16.4,0.01,0.9,2027,234,382,490,673,1779,28063,41.724,15.778
16.4,0.01,0.9,2028,229,382,489,695,1795,28344,40.763,15.787
16.4,0.01,0.9,2029,226,380,488,718,1812,28627,39.861,15.796
16.4,0.01,0.9,2030,223,378,487,741,1829,28913,39.011,15.805
16.4,0.01,0.9,2031,220,376,486,764,1847,29202,38.208,15.814
16.4,0.01,0.9,2032,218,374,484,788,1864,29494,37.448,15.823
16.4,0.01,0.9,2033,216,372,483,811,1882,29789,36.728,15.831
16.4,0.01,0.9,2034,215,369,481,835,1899,30087,36.045,15.839
16.4,0.01,0.9,2035,213,366,479,859,1917,30388,35.397,15.848
16.9,0.01,0.9,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.01,0.9,2026,239,381,492,631,1743,27785,44.05,15.943
16.9,0.01,0.9,2027,234,382,490,653,1759,28063,42.996,15.957
16.9,0.01,0.9,2028,229,382,489,675,1775,28344,42.006,15.97
16.9,0.01,0.9,2029,226,380,488,697,1791,28627,41.077,15.984
16.9,0.01,0.9,2030,223,378,487,719,1807,28913,40.2,15.997
16.9,0.01,0.9,2031,220,376,486,742,1824,29202,39.373,16.01
16.9,0.01,0.9,2032,218,374,484,764,1841,29494,38.589,16.023
16.9,0.01,0.9,2033,216,372,483,787,1858,29789,37.848,16.036
16.9,0.01,0.9,2034,215,369,481,810,1875,30087,37.144,16.048
